team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
LAK,2021,LAK,LAK,Team Level,4on5,48,0.14,0.14,0.16,12842.0,41.23,4.68,2.29,5.69,1.49,13.36,28.49,4.62,4.68,4.62,51.0,5.0,3.0,59.0,5.0,2.0,0.0,4.0,1.0,4.0,40.0,46.0,51.0,3.0,6.0,108.0,46.0,14.0,22.0,35.0,14.0,7.0,0.96,1.78,1.93,0.0,2.0,3.0,59.0,56.0,56.0,22.0,0.52,0.25,0.25,4.95,4.95,4.92,210.65,28.48,18.95,42.58,6.83,123.31,65.84,26.29,28.48,26.29,209.0,77.0,92.0,378.0,33.0,22.0,5.0,39.0,9.0,102.0,81.0,176.0,253.0,4.0,8.0,120.0,24.0,6.0,18.0,184.0,71.0,31.0,4.35,8.27,15.87,5.0,12.0,16.0,378.0,286.0,286.0,1.0,4.78,5.78,5.78,27.49,27.49,26.21
LAK,2021,LAK,LAK,Team Level,5on4,48,0.88,0.89,0.87,15136.0,246.12,28.44,23.17,52.84,8.42,149.71,78.41,26.0,28.44,26.0,250.0,91.0,104.0,445.0,23.0,38.0,5.0,48.0,5.0,121.0,106.0,227.0,318.0,12.0,22.0,163.0,16.0,12.0,24.0,223.0,83.0,35.0,5.74,10.17,12.53,10.0,6.0,7.0,445.0,341.0,341.0,4.0,5.98,8.98,8.98,25.44,25.44,24.11,39.19,3.94,2.06,4.96,1.02,11.46,26.57,3.84,3.94,3.84,45.0,5.0,4.0,54.0,6.0,1.0,1.0,1.0,2.0,9.0,31.0,39.0,44.0,2.0,4.0,108.0,41.0,25.0,31.0,33.0,13.0,4.0,0.94,1.79,1.22,3.0,2.0,1.0,54.0,50.0,50.0,29.0,0.47,0.17,0.17,4.24,4.24,4.17
DET,2021,DET,DET,Team Level,other,50,0.36,0.49,0.5,7245.0,101.57,19.93,7.42,18.68,3.37,54.91,35.74,18.71,19.93,18.71,104.0,37.0,37.0,178.0,23.0,4.0,0.0,23.0,0.0,55.0,36.0,81.0,118.0,3.0,6.0,89.0,22.0,15.0,11.0,74.0,43.0,24.0,2.64,5.08,12.21,5.0,6.0,12.0,178.0,141.0,141.0,4.0,2.2,1.22,1.22,20.85,20.85,19.68,104.57,34.86,7.49,16.63,3.26,47.97,30.92,30.85,34.86,30.85,109.0,34.0,41.0,184.0,31.0,13.0,1.0,23.0,4.0,42.0,30.0,78.0,112.0,1.0,2.0,101.0,20.0,14.0,21.0,52.0,38.0,53.0,2.2,5.19,27.46,2.0,5.0,24.0,184.0,143.0,143.0,15.0,2.37,5.29,5.29,31.81,31.81,29.57
DET,2021,DET,DET,Team Level,all,50,0.46,0.47,0.47,182388.0,1419.37,142.72,100.93,315.32,45.21,771.04,566.86,136.52,142.41,136.22,1465.0,478.0,608.0,2551.0,142.0,114.0,20.0,282.0,41.0,640.0,724.0,1323.0,1801.0,182.0,422.0,1382.0,862.0,262.0,399.0,1364.0,427.0,152.0,40.09,52.36,50.28,38.0,52.0,52.0,2536.91,1943.0,1937.74,225.0,22.45,26.37,26.37,138.73,138.36,134.71,1578.45,167.92,112.66,349.61,50.31,866.77,626.86,159.88,169.57,161.48,1631.0,545.0,689.0,2865.0,173.0,100.0,21.0,356.0,38.0,674.0,835.0,1458.0,2003.0,182.0,419.0,1351.0,870.0,216.0,324.0,1533.0,476.0,167.0,45.46,58.78,63.67,57.0,53.0,63.0,2908.88,2176.0,2199.59,192.0,25.01,23.7,23.7,169.09,170.54,165.51
DET,2021,DET,DET,Team Level,5on5,50,0.47,0.47,0.47,149003.0,1102.39,98.37,75.28,255.24,35.22,599.71,448.17,94.61,98.07,94.33,1144.0,368.0,489.0,2001.0,96.0,91.0,18.0,230.0,33.0,484.0,578.0,1048.0,1416.0,162.0,382.0,1074.0,782.0,214.0,338.0,1101.0,315.0,96.0,32.44,38.55,27.38,28.0,40.0,28.0,1986.91,1512.0,1506.74,205.0,15.59,21.68,21.68,92.29,91.92,90.35,1257.98,108.87,86.01,291.8,40.09,700.25,511.98,105.69,110.52,107.29,1292.0,447.0,555.0,2294.0,109.0,75.0,16.0,292.0,32.0,542.0,689.0,1183.0,1630.0,167.0,387.0,1018.0,796.0,181.0,260.0,1274.0,380.0,85.0,37.73,46.59,24.55,46.0,38.0,25.0,2337.88,1739.0,1762.59,155.0,17.78,16.74,16.74,109.9,111.35,109.29
DET,2021,DET,DET,Team Level,4on5,50,0.19,0.17,0.19,13276.0,44.12,4.63,2.07,6.03,1.26,12.94,30.07,4.57,4.63,4.57,51.0,6.0,10.0,67.0,3.0,4.0,0.0,6.0,0.0,11.0,33.0,48.0,54.0,7.0,14.0,95.0,39.0,24.0,15.0,37.0,12.0,8.0,0.92,1.44,2.28,0.0,1.0,2.0,67.0,57.0,57.0,15.0,0.48,1.07,1.07,4.04,4.04,4.02,176.12,20.27,17.02,35.56,5.73,105.45,55.98,19.49,20.27,19.49,184.0,56.0,91.0,331.0,29.0,11.0,3.0,40.0,2.0,85.0,73.0,155.0,211.0,4.0,10.0,131.0,11.0,2.0,23.0,169.0,47.0,24.0,4.52,5.58,10.17,8.0,9.0,12.0,331.0,240.0,240.0,2.0,4.37,1.38,1.38,23.26,23.26,22.53
DET,2021,DET,DET,Team Level,5on4,50,0.83,0.84,0.81,12864.0,171.27,19.78,16.16,35.35,5.35,103.47,52.88,18.62,19.78,18.62,166.0,67.0,72.0,305.0,20.0,15.0,2.0,23.0,8.0,90.0,77.0,146.0,213.0,10.0,20.0,124.0,19.0,9.0,35.0,152.0,57.0,24.0,4.09,7.29,8.41,5.0,5.0,10.0,305.0,233.0,233.0,1.0,4.18,2.4,2.4,21.56,21.56,20.65,39.78,3.91,2.14,5.62,1.23,13.11,27.99,3.85,3.91,3.85,46.0,8.0,2.0,56.0,4.0,1.0,1.0,1.0,0.0,5.0,43.0,42.0,50.0,10.0,20.0,101.0,43.0,19.0,20.0,38.0,11.0,5.0,1.01,1.42,1.49,1.0,1.0,2.0,56.0,54.0,54.0,20.0,0.49,0.28,0.28,4.13,4.13,4.12
TOR,2021,TOR,TOR,Team Level,other,46,0.55,0.53,0.52,5277.0,82.89,16.95,6.1,14.43,2.69,42.13,30.7,16.17,16.95,16.17,79.0,34.0,34.0,147.0,16.0,5.0,1.0,10.0,1.0,38.0,43.0,63.0,97.0,3.0,6.0,61.0,12.0,14.0,17.0,49.0,38.0,26.0,2.14,4.89,9.92,3.0,3.0,10.0,147.0,113.0,113.0,12.0,1.74,1.19,1.19,17.5,17.5,16.78,75.41,13.87,5.98,13.26,2.42,43.1,26.37,12.53,13.87,12.53,86.0,19.0,28.0,133.0,10.0,5.0,0.0,22.0,2.0,37.0,29.0,76.0,95.0,3.0,6.0,55.0,27.0,14.0,12.0,59.0,32.0,14.0,2.66,3.99,7.22,3.0,2.0,5.0,133.0,105.0,105.0,7.0,1.78,1.57,1.66,13.99,13.99,13.13
TOR,2021,TOR,TOR,Team Level,all,46,0.56,0.54,0.53,167404.0,1595.09,164.53,117.12,351.84,51.21,877.33,625.97,157.07,165.8,158.33,1598.0,590.0,667.0,2855.0,165.0,111.0,22.0,355.0,50.0,704.0,803.0,1433.0,2023.0,146.0,307.0,1484.0,842.0,408.0,497.0,1502.0,519.0,167.0,45.55,63.57,55.42,50.0,55.0,60.0,2895.31,2188.0,2212.31,303.0,25.91,25.11,25.11,165.33,166.52,161.62,1375.72,128.36,96.47,310.92,44.37,764.25,561.62,123.31,128.02,122.98,1399.0,507.0,535.0,2441.0,124.0,92.0,18.0,360.0,47.0,561.0,722.0,1275.0,1782.0,151.0,317.0,1167.0,1136.0,400.0,512.0,1379.0,416.0,111.0,42.19,50.27,35.91,37.0,54.0,33.0,2407.31,1906.0,1886.4,344.0,21.28,20.0,20.0,129.64,129.09,126.32
TOR,2021,TOR,TOR,Team Level,5on5,46,0.55,0.53,0.52,138688.0,1247.96,114.55,87.56,287.01,39.85,686.08,496.96,110.64,115.83,111.9,1257.0,455.0,561.0,2273.0,108.0,79.0,15.0,295.0,34.0,546.0,650.0,1149.0,1604.0,130.0,275.0,1190.0,782.0,358.0,432.0,1206.0,407.0,99.0,38.11,49.54,26.9,41.0,40.0,27.0,2313.31,1712.0,1736.31,259.0,18.22,18.17,18.17,114.6,115.8,113.53,1122.36,94.61,74.98,261.73,36.23,621.44,466.02,91.59,94.27,91.27,1128.0,427.0,455.0,2010.0,94.0,69.0,17.0,300.0,35.0,457.0,600.0,1034.0,1461.0,135.0,285.0,896.0,1068.0,346.0,427.0,1161.0,317.0,77.0,35.06,38.23,21.32,30.0,43.0,21.0,1976.31,1555.0,1535.4,305.0,15.51,14.96,14.87,95.25,94.69,93.25
TOR,2021,TOR,TOR,Team Level,4on5,46,0.24,0.22,0.23,12105.0,44.84,5.4,2.61,6.1,1.43,14.14,30.33,5.28,5.4,5.28,45.0,15.0,9.0,69.0,5.0,1.0,0.0,3.0,1.0,9.0,41.0,40.0,55.0,4.0,8.0,97.0,35.0,29.0,31.0,36.0,18.0,6.0,1.07,2.52,1.81,1.0,2.0,2.0,69.0,60.0,60.0,31.0,0.6,0.09,0.09,5.9,5.9,5.8,147.29,16.9,13.88,31.36,4.75,89.79,47.31,16.29,16.9,16.29,150.0,54.0,47.0,251.0,20.0,16.0,1.0,35.0,10.0,58.0,65.0,130.0,184.0,6.0,12.0,125.0,18.0,12.0,44.0,130.0,57.0,17.0,3.42,6.84,6.64,4.0,9.0,7.0,251.0,204.0,204.0,4.0,3.62,3.07,3.07,17.44,17.44,17.06
TOR,2021,TOR,TOR,Team Level,5on4,46,0.9,0.89,0.88,11334.0,219.39,27.64,20.85,44.3,7.25,134.99,67.97,24.98,27.64,24.98,217.0,86.0,63.0,366.0,36.0,26.0,6.0,47.0,14.0,111.0,69.0,181.0,267.0,9.0,18.0,136.0,13.0,7.0,17.0,211.0,56.0,36.0,4.23,6.62,16.79,5.0,10.0,21.0,366.0,303.0,303.0,1.0,5.36,5.67,5.67,27.33,27.33,25.51,30.66,2.98,1.64,4.57,0.97,9.92,21.92,2.89,2.98,2.89,35.0,7.0,5.0,47.0,0.0,2.0,0.0,3.0,0.0,9.0,28.0,35.0,42.0,7.0,14.0,91.0,23.0,28.0,29.0,29.0,10.0,3.0,1.05,1.2,0.74,0.0,0.0,0.0,47.0,42.0,42.0,28.0,0.37,0.4,0.4,2.96,2.96,2.88
NSH,2021,NSH,NSH,Team Level,other,49,0.42,0.43,0.44,8428.0,96.09,18.62,7.23,17.62,3.65,55.26,33.61,17.98,18.62,17.98,91.0,45.0,34.0,170.0,19.0,5.0,0.0,19.0,5.0,57.0,31.0,72.0,117.0,5.0,10.0,102.0,25.0,15.0,20.0,74.0,41.0,21.0,2.86,4.77,11.0,6.0,6.0,7.0,170.0,136.0,136.0,7.0,2.05,1.64,1.64,19.04,19.04,18.47,123.52,25.5,9.47,21.64,4.31,71.55,39.52,23.09,25.5,23.09,127.0,45.0,57.0,229.0,19.0,11.0,0.0,29.0,5.0,58.0,50.0,108.0,153.0,5.0,10.0,103.0,19.0,12.0,19.0,87.0,52.0,33.0,3.42,6.06,16.02,2.0,5.0,12.0,229.0,172.0,172.0,8.0,2.76,3.02,3.02,25.24,25.24,23.53
NSH,2021,NSH,NSH,Team Level,all,49,0.49,0.49,0.49,176073.0,1414.16,145.06,101.76,314.36,48.06,812.08,573.68,140.18,146.25,141.35,1428.0,567.0,605.0,2600.0,149.0,96.0,22.0,352.0,55.0,659.0,684.0,1279.0,1846.0,225.0,549.0,1453.0,1322.0,274.0,419.0,1441.0,420.0,134.0,45.7,49.69,49.66,49.0,51.0,49.0,2622.66,1995.0,2006.38,199.0,22.67,20.16,20.16,147.56,148.55,144.77,1506.32,149.31,108.86,331.15,49.53,863.11,601.03,142.34,148.79,141.84,1527.0,576.0,654.0,2757.0,136.0,90.0,12.0,379.0,70.0,656.0,772.0,1391.0,1967.0,200.0,496.0,1414.0,1049.0,305.0,407.0,1541.0,423.0,139.0,48.07,50.46,50.79,39.0,52.0,45.0,2737.15,2103.0,2091.29,229.0,24.41,20.32,20.32,153.41,152.89,147.53
NSH,2021,NSH,NSH,Team Level,5on5,49,0.51,0.5,0.5,138254.0,1093.9,93.18,76.18,254.98,37.05,627.25,457.36,90.79,94.37,91.96,1101.0,445.0,482.0,2028.0,96.0,79.0,17.0,279.0,45.0,497.0,550.0,1005.0,1450.0,201.0,501.0,1061.0,1255.0,223.0,332.0,1166.0,306.0,74.0,36.64,36.44,20.09,36.0,38.0,22.0,2050.66,1546.0,1557.38,167.0,15.78,15.02,15.02,93.94,94.92,93.54,1089.44,90.29,74.88,251.88,35.52,621.95,451.49,88.09,89.76,87.58,1109.0,417.0,476.0,2002.0,84.0,55.0,8.0,298.0,47.0,451.0,591.0,1025.0,1442.0,175.0,443.0,1068.0,974.0,259.0,337.0,1169.0,286.0,71.0,36.84,34.17,19.28,29.0,39.0,16.0,1982.15,1526.0,1514.29,203.0,15.49,12.89,12.89,92.88,92.37,90.95
NSH,2021,NSH,NSH,Team Level,4on5,49,0.07,0.08,0.1,16049.0,28.41,2.37,1.47,3.75,0.85,9.43,21.14,2.31,2.37,2.31,29.0,10.0,4.0,43.0,0.0,0.0,0.0,4.0,0.0,8.0,27.0,29.0,39.0,11.0,22.0,153.0,30.0,28.0,21.0,28.0,10.0,1.0,0.93,1.1,0.34,0.0,0.0,0.0,43.0,39.0,39.0,19.0,0.34,0.0,0.0,2.71,2.71,2.64,255.93,30.35,22.63,52.52,8.37,156.79,82.34,28.01,30.35,28.01,246.0,107.0,116.0,469.0,31.0,24.0,4.0,47.0,17.0,139.0,95.0,215.0,322.0,15.0,33.0,140.0,17.0,13.0,30.0,248.0,72.0,33.0,6.71,8.63,15.01,6.0,8.0,17.0,469.0,353.0,353.0,2.0,5.74,4.41,4.41,31.69,31.69,29.47
NSH,2021,NSH,NSH,Team Level,5on4,49,0.91,0.86,0.84,13342.0,195.77,30.88,16.89,38.02,6.51,120.14,61.57,29.1,30.88,29.1,207.0,67.0,85.0,359.0,34.0,12.0,5.0,50.0,5.0,97.0,76.0,173.0,240.0,8.0,16.0,137.0,12.0,8.0,46.0,173.0,63.0,38.0,5.27,7.39,18.23,7.0,7.0,20.0,359.0,274.0,274.0,6.0,4.5,3.5,3.5,31.88,31.88,30.13,37.42,3.17,1.88,5.12,1.33,12.82,27.68,3.15,3.17,3.15,45.0,7.0,5.0,57.0,2.0,0.0,0.0,5.0,1.0,8.0,36.0,43.0,50.0,5.0,10.0,103.0,39.0,21.0,21.0,37.0,13.0,2.0,1.1,1.59,0.48,2.0,0.0,0.0,57.0,52.0,52.0,16.0,0.43,0.0,0.0,3.6,3.6,3.59
CGY,2021,CGY,CGY,Team Level,other,47,0.51,0.51,0.48,4547.0,59.6,13.1,3.8,9.95,1.82,30.74,23.57,12.96,13.1,12.96,66.0,17.0,28.0,111.0,15.0,1.0,0.0,16.0,3.0,27.0,21.0,51.0,68.0,3.0,6.0,62.0,16.0,10.0,16.0,43.0,26.0,14.0,1.65,3.21,8.24,1.0,5.0,9.0,111.0,83.0,83.0,7.0,1.08,0.32,0.32,13.86,13.86,13.7,63.35,12.4,4.24,12.01,2.24,32.77,25.34,11.91,12.4,11.91,66.0,23.0,19.0,108.0,14.0,6.0,4.0,13.0,2.0,18.0,36.0,52.0,75.0,1.0,2.0,62.0,12.0,9.0,15.0,51.0,20.0,18.0,1.88,2.57,7.94,3.0,1.0,10.0,108.0,89.0,89.0,8.0,1.14,2.2,2.2,11.35,11.35,10.99
CGY,2021,CGY,CGY,Team Level,all,47,0.56,0.55,0.55,170921.0,1657.84,153.44,113.38,380.2,54.17,924.6,677.26,147.43,156.39,150.3,1699.0,605.0,709.0,3013.0,162.0,125.0,22.0,408.0,60.0,690.0,859.0,1537.0,2142.0,165.0,382.0,1393.0,1019.0,349.0,515.0,1711.0,461.0,132.0,48.2,55.74,49.51,51.0,65.0,46.0,3103.24,2304.0,2358.88,268.0,24.82,27.41,27.52,150.67,153.59,150.13,1362.5,121.09,92.25,315.86,44.83,753.18,560.79,116.8,119.41,115.14,1370.0,518.0,556.0,2444.0,112.0,91.0,15.0,346.0,50.0,568.0,721.0,1258.0,1776.0,175.0,391.0,1345.0,977.0,374.0,493.0,1424.0,349.0,115.0,40.71,42.42,37.97,41.0,35.0,36.0,2388.91,1888.0,1852.7,286.0,20.11,20.8,20.8,120.41,118.65,115.95
CGY,2021,CGY,CGY,Team Level,5on5,47,0.56,0.55,0.55,139132.0,1325.29,108.55,86.64,316.38,43.52,738.27,548.71,104.69,111.5,107.56,1344.0,499.0,572.0,2415.0,113.0,97.0,12.0,328.0,41.0,537.0,727.0,1231.0,1730.0,153.0,355.0,1078.0,961.0,284.0,435.0,1392.0,372.0,79.0,40.54,45.01,23.0,47.0,50.0,16.0,2505.24,1843.0,1897.88,231.0,17.83,19.27,19.38,106.93,109.85,108.22,1081.08,83.61,70.3,260.1,35.36,598.43,448.2,81.43,81.94,79.77,1076.0,420.0,445.0,1941.0,77.0,70.0,10.0,288.0,38.0,453.0,570.0,999.0,1419.0,157.0,354.0,1028.0,918.0,310.0,407.0,1163.0,268.0,65.0,32.78,32.39,18.45,31.0,31.0,15.0,1885.91,1496.0,1460.7,251.0,14.46,14.89,14.89,83.19,81.43,80.37
CGY,2021,CGY,CGY,Team Level,4on5,47,0.17,0.17,0.19,13586.0,42.43,4.09,2.27,5.69,1.26,13.72,30.97,3.91,4.09,3.91,45.0,13.0,7.0,65.0,4.0,3.0,1.0,5.0,1.0,13.0,32.0,41.0,54.0,4.0,13.0,110.0,27.0,41.0,27.0,35.0,19.0,4.0,0.8,2.22,1.06,1.0,2.0,1.0,65.0,58.0,58.0,26.0,0.51,0.75,0.75,3.85,3.85,3.81,174.32,20.57,15.36,37.3,5.84,107.79,56.14,19.01,20.57,19.01,179.0,64.0,81.0,324.0,19.0,14.0,1.0,44.0,8.0,89.0,69.0,160.0,224.0,12.0,25.0,139.0,14.0,14.0,44.0,167.0,51.0,25.0,4.9,6.2,9.47,7.0,3.0,9.0,324.0,243.0,243.0,1.0,3.97,3.33,3.33,21.21,21.21,19.95
CGY,2021,CGY,CGY,Team Level,5on4,47,0.86,0.86,0.84,13656.0,230.52,27.71,20.67,48.18,7.56,141.88,73.99,25.86,27.71,25.86,244.0,76.0,102.0,422.0,30.0,24.0,9.0,59.0,15.0,113.0,79.0,214.0,290.0,5.0,8.0,143.0,15.0,14.0,37.0,241.0,44.0,35.0,5.2,5.3,17.2,2.0,8.0,20.0,422.0,320.0,320.0,4.0,5.4,7.07,7.07,26.03,26.03,24.39,43.77,4.5,2.35,6.45,1.39,14.19,31.12,4.44,4.5,4.44,49.0,11.0,11.0,71.0,2.0,1.0,0.0,1.0,2.0,8.0,46.0,47.0,58.0,5.0,10.0,116.0,33.0,41.0,27.0,43.0,10.0,7.0,1.15,1.25,2.11,0.0,0.0,2.0,71.0,60.0,60.0,26.0,0.54,0.38,0.38,4.66,4.66,4.64
FLA,2021,FLA,FLA,Team Level,other,48,0.54,0.56,0.55,6801.0,100.52,26.22,7.33,17.8,3.7,50.74,33.21,24.35,26.22,24.35,94.0,45.0,48.0,187.0,22.0,6.0,0.0,15.0,3.0,46.0,47.0,72.0,117.0,7.0,17.0,88.0,28.0,27.0,27.0,61.0,39.0,39.0,2.48,4.83,18.91,3.0,5.0,14.0,187.0,139.0,139.0,13.0,2.17,1.37,1.37,27.01,27.01,25.46,87.37,21.89,5.93,15.14,2.8,40.11,27.13,17.33,21.89,17.33,96.0,17.0,34.0,147.0,16.0,11.0,3.0,16.0,1.0,33.0,36.0,80.0,97.0,6.0,15.0,76.0,30.0,30.0,26.0,54.0,22.0,37.0,2.38,2.91,16.6,4.0,2.0,10.0,147.0,113.0,113.0,8.0,1.85,4.13,4.13,19.62,19.62,16.13
FLA,2021,FLA,FLA,Team Level,all,48,0.54,0.55,0.54,175323.0,1694.83,181.81,119.77,376.87,55.89,924.16,675.5,173.22,182.37,173.82,1751.0,583.0,768.0,3102.0,195.0,147.0,29.0,351.0,65.0,752.0,824.0,1556.0,2139.0,183.0,403.0,1341.0,1194.0,533.0,582.0,1599.0,555.0,180.0,50.26,67.79,63.76,60.0,71.0,64.0,3144.41,2334.0,2351.08,247.0,26.4,33.15,33.15,175.05,175.83,171.07,1428.43,154.42,101.11,321.41,48.66,765.5,562.89,142.95,154.58,143.07,1527.0,427.0,592.0,2546.0,138.0,146.0,23.0,338.0,45.0,586.0,701.0,1389.0,1816.0,184.0,405.0,1519.0,1292.0,434.0,493.0,1358.0,416.0,180.0,41.17,50.93,62.33,41.0,54.0,43.0,2522.59,1954.0,1947.14,233.0,22.65,32.54,32.54,144.54,144.65,138.29
FLA,2021,FLA,FLA,Team Level,5on5,48,0.56,0.56,0.56,140531.0,1362.92,126.82,92.34,314.54,44.51,743.32,551.46,121.46,127.37,122.06,1415.0,458.0,631.0,2504.0,135.0,120.0,22.0,302.0,54.0,602.0,660.0,1280.0,1738.0,159.0,352.0,1023.0,1099.0,438.0,484.0,1329.0,434.0,110.0,42.41,52.82,31.59,52.0,52.0,31.0,2546.41,1873.0,1890.08,207.0,19.16,26.93,26.93,119.05,119.82,117.62,1092.04,101.66,75.02,257.97,37.33,587.79,441.22,97.59,101.82,97.71,1166.0,335.0,486.0,1987.0,90.0,111.0,12.0,276.0,39.0,446.0,539.0,1076.0,1411.0,170.0,374.0,1200.0,1188.0,355.0,408.0,1069.0,324.0,108.0,33.03,39.11,29.52,32.0,42.0,16.0,1963.59,1501.0,1494.14,206.0,15.64,22.0,22.0,95.3,95.41,93.92
FLA,2021,FLA,FLA,Team Level,4on5,48,0.17,0.17,0.17,13589.0,43.96,5.61,2.55,6.2,1.41,14.29,29.93,5.56,5.61,5.56,50.0,10.0,12.0,72.0,7.0,1.0,1.0,6.0,2.0,9.0,35.0,43.0,53.0,2.0,4.0,100.0,48.0,58.0,30.0,36.0,15.0,9.0,1.01,1.92,2.68,1.0,4.0,2.0,72.0,60.0,60.0,24.0,0.59,0.01,0.01,6.19,6.19,6.13,210.3,26.79,18.28,43.97,7.5,125.85,66.62,23.96,26.79,23.96,225.0,64.0,66.0,355.0,28.0,24.0,8.0,44.0,5.0,99.0,89.0,197.0,261.0,5.0,10.0,138.0,24.0,11.0,38.0,201.0,57.0,31.0,4.73,7.23,14.83,4.0,9.0,15.0,355.0,289.0,289.0,3.0,4.72,6.41,6.41,25.11,25.11,23.74
FLA,2021,FLA,FLA,Team Level,5on4,48,0.85,0.86,0.84,14402.0,187.42,23.16,17.55,38.32,6.27,115.8,60.9,21.85,23.16,21.85,192.0,70.0,77.0,339.0,31.0,20.0,6.0,28.0,6.0,95.0,82.0,161.0,231.0,15.0,30.0,130.0,19.0,10.0,41.0,173.0,67.0,22.0,4.36,8.23,10.57,4.0,10.0,17.0,339.0,262.0,262.0,3.0,4.49,4.84,4.84,22.81,22.81,21.86,38.72,4.07,1.88,4.34,1.03,11.75,27.92,4.07,4.07,4.07,40.0,11.0,6.0,57.0,4.0,0.0,0.0,2.0,0.0,8.0,37.0,36.0,47.0,3.0,6.0,105.0,50.0,38.0,21.0,34.0,13.0,4.0,1.02,1.68,1.37,1.0,1.0,2.0,57.0,51.0,51.0,16.0,0.44,0.0,0.0,4.51,4.51,4.51
VGK,2021,VGK,VGK,Team Level,other,49,0.49,0.51,0.49,6090.0,94.81,20.75,7.32,16.61,3.16,53.7,29.45,18.26,20.75,18.26,104.0,27.0,52.0,183.0,19.0,10.0,1.0,15.0,3.0,50.0,34.0,85.0,112.0,3.0,6.0,84.0,18.0,24.0,12.0,71.0,31.0,29.0,2.93,3.62,14.2,6.0,4.0,9.0,183.0,131.0,131.0,6.0,2.07,3.82,3.82,19.0,19.0,17.97,97.72,21.69,6.83,17.67,3.3,50.68,34.83,19.62,21.69,19.62,93.0,42.0,41.0,176.0,15.0,10.0,2.0,13.0,4.0,45.0,48.0,78.0,120.0,4.0,8.0,68.0,15.0,16.0,12.0,72.0,34.0,29.0,2.75,4.21,14.74,3.0,4.0,8.0,176.0,135.0,135.0,3.0,2.04,3.03,3.03,20.71,20.71,19.16
VGK,2021,VGK,VGK,Team Level,all,49,0.5,0.51,0.52,178517.0,1588.31,158.63,112.64,373.29,52.7,881.24,634.51,150.47,159.02,150.87,1642.0,571.0,718.0,2931.0,158.0,154.0,23.0,363.0,63.0,727.0,748.0,1484.0,2055.0,157.0,349.0,1367.0,940.0,487.0,425.0,1592.0,451.0,170.0,45.72,55.3,57.6,45.0,56.0,57.0,2949.91,2213.0,2222.87,194.0,24.81,32.84,32.84,150.6,151.12,147.44,1458.11,156.47,104.18,326.81,47.46,795.0,579.07,149.43,156.69,149.65,1463.0,546.0,799.0,2808.0,144.0,128.0,29.0,263.0,56.0,643.0,775.0,1319.0,1865.0,143.0,320.0,1493.0,1457.0,406.0,369.0,1404.0,426.0,179.0,39.94,53.13,63.4,43.0,48.0,53.0,2802.47,2009.0,2006.65,157.0,23.28,31.76,31.76,148.0,147.97,143.97
